Appl_No,Appl_Type,Ingredient,Dosage,Form,Route,Trade_Name,Strength,Product_No,Exclusivity_Code,Exclusivity_Date
203469,N,PONATINIB HYDROCHLORIDE,,,ORAL,ICLUSIG,TAKEDA PHARMS USA,3,ODE-472,2031-03-19
203469,N,PONATINIB HYDROCHLORIDE,,,ORAL,ICLUSIG,TAKEDA PHARMS USA,4,I-934,2027-03-19
203469,N,PONATINIB HYDROCHLORIDE,,,ORAL,ICLUSIG,TAKEDA PHARMS USA,4,ODE-472,2031-03-19
203496,N,TREPROSTINIL DIOLAMINE,TABLET,EXTENDED RELEASE,ORAL,ORENITRAM,UNITED THERAP,1,ODE-272,2026-10-18
203496,N,TREPROSTINIL DIOLAMINE,TABLET,EXTENDED RELEASE,ORAL,ORENITRAM,UNITED THERAP,2,ODE-272,2026-10-18
203496,N,TREPROSTINIL DIOLAMINE,TABLET,EXTENDED RELEASE,ORAL,ORENITRAM,UNITED THERAP,3,ODE-272,2026-10-18
203496,N,TREPROSTINIL DIOLAMINE,TABLET,EXTENDED RELEASE,ORAL,ORENITRAM,UNITED THERAP,4,ODE-272,2026-10-18
203496,N,TREPROSTINIL DIOLAMINE,TABLET,EXTENDED RELEASE,ORAL,ORENITRAM,UNITED THERAP,5,ODE-272,2026-10-18
203565,N,FERRIC CARBOXYMALTOSE,,,INTRAVENOUS,INJECTAFER,AM REGENT,1,I-915,2026-05-31
203565,N,FERRIC CARBOXYMALTOSE,,,INTRAVENOUS,INJECTAFER,AM REGENT,2,I-915,2026-05-31
203565,N,FERRIC CARBOXYMALTOSE,,,INTRAVENOUS,INJECTAFER,AM REGENT,3,I-915,2026-05-31
203565,N,FERRIC CARBOXYMALTOSE,,,INTRAVENOUS,INJECTAFER,AM REGENT,4,I-915,2026-05-31
203794,N,TAPENTADOL HYDROCHLORIDE,,,ORAL,NUCYNTA,COLLEGIUM PHARM INC,1,NPP,2026-07-03
203985,N,EVEROLIMUS,TABLET,FOR SUSPENSION,ORAL,AFINITOR DISPERZ,NOVARTIS PHARM,1,ODE-169,2025-04-10
203985,N,EVEROLIMUS,TABLET,FOR SUSPENSION,ORAL,AFINITOR DISPERZ,NOVARTIS PHARM,2,ODE-169,2025-04-10
203985,N,EVEROLIMUS,TABLET,FOR SUSPENSION,ORAL,AFINITOR DISPERZ,NOVARTIS PHARM,3,ODE-169,2025-04-10
204026,N,POMALIDOMIDE,,,ORAL,POMALYST,BRISTOL,1,ODE-296,2027-05-14
204026,N,POMALIDOMIDE,,,ORAL,POMALYST,BRISTOL,1,ODE-297,2027-05-14
204026,N,POMALIDOMIDE,,,ORAL,POMALYST,BRISTOL,2,ODE-296,2027-05-14
204026,N,POMALIDOMIDE,,,ORAL,POMALYST,BRISTOL,2,ODE-297,2027-05-14
204026,N,POMALIDOMIDE,,,ORAL,POMALYST,BRISTOL,3,ODE-296,2027-05-14
204026,N,POMALIDOMIDE,,,ORAL,POMALYST,BRISTOL,3,ODE-297,2027-05-14
204026,N,POMALIDOMIDE,,,ORAL,POMALYST,BRISTOL,4,ODE-296,2027-05-14
204026,N,POMALIDOMIDE,,,ORAL,POMALYST,BRISTOL,4,ODE-297,2027-05-14
204042,N,CANAGLIFLOZIN,,,ORAL,INVOKANA,JANSSEN PHARMS,1,NPP,2027-12-18
204042,N,CANAGLIFLOZIN,,,ORAL,INVOKANA,JANSSEN PHARMS,2,NPP,2027-12-18
204096,N,TACROLIMUS,CAPSULE,EXTENDED RELEASE,ORAL,ASTAGRAF XL,ASTELLAS,1,ODE*,2025-05-24
204096,N,TACROLIMUS,CAPSULE,EXTENDED RELEASE,ORAL,ASTAGRAF XL,ASTELLAS,2,ODE*,2025-05-24
204096,N,TACROLIMUS,CAPSULE,EXTENDED RELEASE,ORAL,ASTAGRAF XL,ASTELLAS,3,ODE*,2025-05-24
204114,N,TRAMETINIB DIMETHYL SULFOXIDE,,,ORAL,MEKINIST,NOVARTIS,1,I-895,2025-06-22
204114,N,TRAMETINIB DIMETHYL SULFOXIDE,,,ORAL,MEKINIST,NOVARTIS,1,I-908,2026-03-16
204114,N,TRAMETINIB DIMETHYL SULFOXIDE,,,ORAL,MEKINIST,NOVARTIS,1,ODE-182,2025-04-30
204114,N,TRAMETINIB DIMETHYL SULFOXIDE,,,ORAL,MEKINIST,NOVARTIS,1,ODE-183,2025-05-04
204114,N,TRAMETINIB DIMETHYL SULFOXIDE,,,ORAL,MEKINIST,NOVARTIS,1,ODE-428,2030-03-16
204114,N,TRAMETINIB DIMETHYL SULFOXIDE,,,ORAL,MEKINIST,NOVARTIS,2,I-895,2025-06-22
204114,N,TRAMETINIB DIMETHYL SULFOXIDE,,,ORAL,MEKINIST,NOVARTIS,2,I-908,2026-03-16
204114,N,TRAMETINIB DIMETHYL SULFOXIDE,,,ORAL,MEKINIST,NOVARTIS,2,ODE-182,2025-04-30
204114,N,TRAMETINIB DIMETHYL SULFOXIDE,,,ORAL,MEKINIST,NOVARTIS,2,ODE-183,2025-05-04
204114,N,TRAMETINIB DIMETHYL SULFOXIDE,,,ORAL,MEKINIST,NOVARTIS,2,ODE-428,2030-03-16
204114,N,TRAMETINIB DIMETHYL SULFOXIDE,,,ORAL,MEKINIST,NOVARTIS,3,I-895,2025-06-22
204114,N,TRAMETINIB DIMETHYL SULFOXIDE,,,ORAL,MEKINIST,NOVARTIS,3,I-908,2026-03-16
204114,N,TRAMETINIB DIMETHYL SULFOXIDE,,,ORAL,MEKINIST,NOVARTIS,3,ODE-182,2025-04-30
204114,N,TRAMETINIB DIMETHYL SULFOXIDE,,,ORAL,MEKINIST,NOVARTIS,3,ODE-183,2025-05-04
204114,N,TRAMETINIB DIMETHYL SULFOXIDE,,,ORAL,MEKINIST,NOVARTIS,3,ODE-428,2030-03-16
204168,N,LEVOMILNACIPRAN HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,FETZIMA,ABBVIE,1,M-304,2026-03-24
204168,N,LEVOMILNACIPRAN HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,FETZIMA,ABBVIE,2,M-304,2026-03-24
204168,N,LEVOMILNACIPRAN HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,FETZIMA,ABBVIE,3,M-304,2026-03-24
204168,N,LEVOMILNACIPRAN HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,FETZIMA,ABBVIE,4,M-304,2026-03-24
204275,N,FLUTICASONE FUROATE; VILANTEROL TRIFENATATE,,,INHALATION,BREO ELLIPTA,GLAXO GRP LTD,1,NPP,2026-05-13
204275,N,FLUTICASONE FUROATE; VILANTEROL TRIFENATATE,,,INHALATION,BREO ELLIPTA,GLAXO GRP LTD,3,NS,2026-05-13
204353,N,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,INVOKAMET,JANSSEN PHARMS,1,NPP,2027-12-18
204353,N,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,INVOKAMET,JANSSEN PHARMS,2,NPP,2027-12-18
204353,N,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,INVOKAMET,JANSSEN PHARMS,3,NPP,2027-12-18
204353,N,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,INVOKAMET,JANSSEN PHARMS,4,NPP,2027-12-18
204370,N,CARIPRAZINE HYDROCHLORIDE,,,ORAL,VRAYLAR,ABBVIE,1,I-904,2025-12-16
204370,N,CARIPRAZINE HYDROCHLORIDE,,,ORAL,VRAYLAR,ABBVIE,2,I-904,2025-12-16
204370,N,CARIPRAZINE HYDROCHLORIDE,,,ORAL,VRAYLAR,ABBVIE,3,I-904,2025-12-16
204370,N,CARIPRAZINE HYDROCHLORIDE,,,ORAL,VRAYLAR,ABBVIE,4,I-904,2025-12-16
204384,N,BEDAQUILINE FUMARATE,,,ORAL,SIRTURO,JANSSEN THERAP,1,M-306,2027-06-21
204384,N,BEDAQUILINE FUMARATE,,,ORAL,SIRTURO,JANSSEN THERAP,1,ODE-251,2026-08-09
204384,N,BEDAQUILINE FUMARATE,,,ORAL,SIRTURO,JANSSEN THERAP,1,ODE-307,2027-05-27
204384,N,BEDAQUILINE FUMARATE,,,ORAL,SIRTURO,JANSSEN THERAP,2,M-306,2027-06-21
204384,N,BEDAQUILINE FUMARATE,,,ORAL,SIRTURO,JANSSEN THERAP,2,ODE*,2026-08-09
204384,N,BEDAQUILINE FUMARATE,,,ORAL,SIRTURO,JANSSEN THERAP,2,ODE-307,2027-05-27
204410,N,MACITENTAN,,,ORAL,OPSUMIT,ACTELION,1,M-187,2028-02-28
204441,N,TOLVAPTAN,,,ORAL,JYNARQUE,OTSUKA,1,ODE-178,2025-04-23
204441,N,TOLVAPTAN,,,ORAL,JYNARQUE,OTSUKA,2,ODE-178,2025-04-23
204441,N,TOLVAPTAN,,,ORAL,JYNARQUE,OTSUKA,3,ODE-178,2025-04-23
204441,N,TOLVAPTAN,,,ORAL,JYNARQUE,OTSUKA,4,ODE-178,2025-04-23
204441,N,TOLVAPTAN,,,ORAL,JYNARQUE,OTSUKA,5,ODE-178,2025-04-23
204447,N,VORTIOXETINE HYDROBROMIDE,,,ORAL,TRINTELLIX,TAKEDA PHARMS USA,1,M-232,2026-08-23
204447,N,VORTIOXETINE HYDROBROMIDE,,,ORAL,TRINTELLIX,TAKEDA PHARMS USA,2,M-232,2026-08-23
204447,N,VORTIOXETINE HYDROBROMIDE,,,ORAL,TRINTELLIX,TAKEDA PHARMS USA,3,M-232,2026-08-23
204447,N,VORTIOXETINE HYDROBROMIDE,,,ORAL,TRINTELLIX,TAKEDA PHARMS USA,4,M-232,2026-08-23
204508,N,OLIVE OIL; SOYBEAN OIL,,,INTRAVENOUS,CLINOLIPID 20%,BAXTER HLTHCARE CORP,1,NPP,2027-04-24
204629,N,EMPAGLIFLOZIN,,,ORAL,JARDIANCE,BOEHRINGER INGELHEIM,1,I-922,2026-09-21
204629,N,EMPAGLIFLOZIN,,,ORAL,JARDIANCE,BOEHRINGER INGELHEIM,1,M-82,2025-02-24
204629,N,EMPAGLIFLOZIN,,,ORAL,JARDIANCE,BOEHRINGER INGELHEIM,1,NPP,2026-06-20
204629,N,EMPAGLIFLOZIN,,,ORAL,JARDIANCE,BOEHRINGER INGELHEIM,2,NPP,2026-06-20
204630,N,METHYLENE BLUE,,,INTRAVENOUS,PROVAYBLUE,PROVEPHARM SAS,1,M-303,2027-01-08
204630,N,METHYLENE BLUE,,,INTRAVENOUS,PROVAYBLUE,PROVEPHARM SAS,2,M-303,2027-01-08
204671,N,SOFOSBUVIR,,,ORAL,SOVALDI,GILEAD SCIENCES INC,1,ODE*,2026-08-28
204671,N,SOFOSBUVIR,,,ORAL,SOVALDI,GILEAD SCIENCES INC,2,ODE*,2026-08-28
205053,N,POSACONAZOLE,TABLET,DELAYED RELEASE,ORAL,NOXAFIL,MERCK SHARP DOHME,1,ODE-355,2028-06-17
205109,N,FERRIC OXYHYDROXIDE,TABLET,CHEWABLE,ORAL,VELPHORO,VIFOR FRESENIUS,1,NPP,2027-07-01
205422,N,BREXPIPRAZOLE,,,ORAL,REXULTI,OTSUKA,1,I-913,2026-05-10
205422,N,BREXPIPRAZOLE,,,ORAL,REXULTI,OTSUKA,1,M-14,2027-05-08
205422,N,BREXPIPRAZOLE,,,ORAL,REXULTI,OTSUKA,2,I-913,2026-05-10
205422,N,BREXPIPRAZOLE,,,ORAL,REXULTI,OTSUKA,2,M-14,2027-05-08
205422,N,BREXPIPRAZOLE,,,ORAL,REXULTI,OTSUKA,3,I-913,2026-05-10
205422,N,BREXPIPRAZOLE,,,ORAL,REXULTI,OTSUKA,3,M-14,2027-05-08
205422,N,BREXPIPRAZOLE,,,ORAL,REXULTI,OTSUKA,4,I-913,2026-05-10
205422,N,BREXPIPRAZOLE,,,ORAL,REXULTI,OTSUKA,4,M-14,2027-05-08
205422,N,BREXPIPRAZOLE,,,ORAL,REXULTI,OTSUKA,5,I-913,2026-05-10
205422,N,BREXPIPRAZOLE,,,ORAL,REXULTI,OTSUKA,5,M-14,2027-05-08
205422,N,BREXPIPRAZOLE,,,ORAL,REXULTI,OTSUKA,6,I-913,2026-05-10
205422,N,BREXPIPRAZOLE,,,ORAL,REXULTI,OTSUKA,6,M-14,2027-05-08
205435,N,TEDIZOLID PHOSPHATE,,,ORAL,SIVEXTRO,CUBIST PHARMS LLC,1,NPP,2028-04-04
205436,N,TEDIZOLID PHOSPHATE,,,INTRAVENOUS,SIVEXTRO,CUBIST PHARMS LLC,1,NPP,2028-04-04
205437,N,APREMILAST,,,ORAL,OTEZLA,AMGEN INC,1,M-299,2026-07-20
205437,N,APREMILAST,,,ORAL,OTEZLA,AMGEN INC,1,NPP,2027-04-25
205437,N,APREMILAST,,,ORAL,OTEZLA,AMGEN INC,1,ODE-248,2026-07-19
205437,N,APREMILAST,,,ORAL,OTEZLA,AMGEN INC,2,M-299,2026-07-20
205437,N,APREMILAST,,,ORAL,OTEZLA,AMGEN INC,2,NPP,2027-04-25
205437,N,APREMILAST,,,ORAL,OTEZLA,AMGEN INC,2,ODE-248,2026-07-19
205437,N,APREMILAST,,,ORAL,OTEZLA,AMGEN INC,3,M-299,2026-07-20
205437,N,APREMILAST,,,ORAL,OTEZLA,AMGEN INC,3,NPP,2027-04-25
205437,N,APREMILAST,,,ORAL,OTEZLA,AMGEN INC,3,ODE-248,2026-07-19
205551,N,ABACAVIR SULFATE; DOLUTEGRAVIR SODIUM; LAMIVUDINE,,,ORAL,TRIUMEQ,VIIV HLTHCARE,1,M-294,2026-06-15
205552,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,1,M-14,2025-08-24
205552,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,1,NPP,2025-08-24
205552,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,1,ODE-152,2024-08-02
205552,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,1,ODE-405,2029-08-24
205552,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,2,M-14,2025-08-24
205552,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,2,NPP,2025-08-24
205552,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,2,ODE-405,2029-08-24
205596,N,POSACONAZOLE,,,INTRAVENOUS,NOXAFIL,MERCK SHARP DOHME,1,ODE-355,2028-06-17
205625,N,FLUTICASONE FUROATE,,,INHALATION,ARNUITY ELLIPTA,GLAXOSMITHKLINE,3,M-290,2026-03-01
205649,N,DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,XIGDUO XR,ASTRAZENECA AB,1,NPP,2027-06-12
205649,N,DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,XIGDUO XR,ASTRAZENECA AB,2,NPP,2027-06-12
205649,N,DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,XIGDUO XR,ASTRAZENECA AB,3,NPP,2027-06-12
205649,N,DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,XIGDUO XR,ASTRAZENECA AB,4,NPP,2027-06-12
205649,N,DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,XIGDUO XR,ASTRAZENECA AB,5,NPP,2027-06-12
205677,N,TASIMELTEON,,,ORAL,HETLIOZ,VANDA PHARMS INC,1,ODE-330,2027-12-01
205739,N,PATIROMER SORBITEX CALCIUM,,,ORAL,VELTASSA,VIFOR PHARMA,1,NPP,2026-10-02
205739,N,PATIROMER SORBITEX CALCIUM,,,ORAL,VELTASSA,VIFOR PHARMA,2,NPP,2026-10-02
205739,N,PATIROMER SORBITEX CALCIUM,,,ORAL,VELTASSA,VIFOR PHARMA,3,NPP,2026-10-02
205739,N,PATIROMER SORBITEX CALCIUM,,,ORAL,VELTASSA,VIFOR PHARMA,4,NS,2026-10-02
205832,N,NINTEDANIB ESYLATE,,,ORAL,OFEV,BOEHRINGER INGELHEIM,1,ODE-261,2026-09-06
205832,N,NINTEDANIB ESYLATE,,,ORAL,OFEV,BOEHRINGER INGELHEIM,2,ODE-261,2026-09-06
205834,N,LEDIPASVIR; SOFOSBUVIR,,,ORAL,HARVONI,GILEAD SCIENCES INC,1,ODE*,2026-08-28
205834,N,LEDIPASVIR; SOFOSBUVIR,,,ORAL,HARVONI,GILEAD SCIENCES INC,2,ODE*,2026-08-28
205879,N,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,INVOKAMET XR,JANSSEN PHARMS,1,NPP,2027-12-18
205879,N,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,INVOKAMET XR,JANSSEN PHARMS,2,NPP,2027-12-18
205879,N,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,INVOKAMET XR,JANSSEN PHARMS,3,NPP,2027-12-18
205879,N,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,INVOKAMET XR,JANSSEN PHARMS,4,NPP,2027-12-18
206111,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,SYNJARDY,BOEHRINGER INGELHEIM,1,NPP,2026-06-20
206111,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,SYNJARDY,BOEHRINGER INGELHEIM,2,NPP,2026-06-20
206111,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,SYNJARDY,BOEHRINGER INGELHEIM,3,NPP,2026-06-20
206111,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,SYNJARDY,BOEHRINGER INGELHEIM,4,NPP,2026-06-20
206192,N,COBIMETINIB FUMARATE,,,ORAL,COTELLIC,GENENTECH INC,1,I-902,2025-10-28
206192,N,COBIMETINIB FUMARATE,,,ORAL,COTELLIC,GENENTECH INC,1,M-278,2025-07-28
206192,N,COBIMETINIB FUMARATE,,,ORAL,COTELLIC,GENENTECH INC,1,ODE-416,2029-10-28
206229,N,LEVONORGESTREL,,,INTRAUTERINE,LILETTA,MEDICINES360,1,I-917,2026-06-29
206316,N,EDOXABAN TOSYLATE,,,ORAL,SAVAYSA,DAIICHI SANKYO INC,1,M-14,2026-10-18
206316,N,EDOXABAN TOSYLATE,,,ORAL,SAVAYSA,DAIICHI SANKYO INC,2,M-14,2026-10-18
206316,N,EDOXABAN TOSYLATE,,,ORAL,SAVAYSA,DAIICHI SANKYO INC,3,M-14,2026-10-18
206494,N,AVIBACTAM SODIUM; CEFTAZIDIME,,,INTRAVENOUS,AVYCAZ,ABBVIE,1,NCE,2020-02-25
206494,N,AVIBACTAM SODIUM; CEFTAZIDIME,,,INTRAVENOUS,AVYCAZ,ABBVIE,1,NPP,2025-12-20
206494,N,AVIBACTAM SODIUM; CEFTAZIDIME,,,INTRAVENOUS,AVYCAZ,ABBVIE,1,NPP,2027-01-26
206709,N,STIRIPENTOL,,,ORAL,DIACOMIT,BIOCODEX SA,1,M-281,2025-07-14
206709,N,STIRIPENTOL,,,ORAL,DIACOMIT,BIOCODEX SA,1,ODE-198,2025-08-20
206709,N,STIRIPENTOL,,,ORAL,DIACOMIT,BIOCODEX SA,1,ODE-403,2029-07-14
206709,N,STIRIPENTOL,,,ORAL,DIACOMIT,BIOCODEX SA,2,M-281,2025-07-14
206709,N,STIRIPENTOL,,,ORAL,DIACOMIT,BIOCODEX SA,2,ODE-198,2025-08-20
206709,N,STIRIPENTOL,,,ORAL,DIACOMIT,BIOCODEX SA,2,ODE-403,2029-07-14
206829,N,CEFTOLOZANE SULFATE; TAZOBACTAM SODIUM,,,INTRAVENOUS,ZERBAXA,CUBIST PHARMS LLC,1,NPP,2025-04-21
206947,N,LENVATINIB MESYLATE,,,ORAL,LENVIMA,EISAI INC,1,M-14,2027-04-03
206947,N,LENVATINIB MESYLATE,,,ORAL,LENVIMA,EISAI INC,1,ODE-196,2025-08-15
206947,N,LENVATINIB MESYLATE,,,ORAL,LENVIMA,EISAI INC,2,M-14,2027-04-03
206947,N,LENVATINIB MESYLATE,,,ORAL,LENVIMA,EISAI INC,2,ODE-196,2025-08-15
206966,N,ABAMETAPIR,,,TOPICAL,XEGLYZE,HATCHTECH,1,NCE,2025-07-24
207027,N,ELTROMBOPAG OLAMINE,,,ORAL,PROMACTA KIT,NOVARTIS,1,ODE*,2025-11-16
207027,N,ELTROMBOPAG OLAMINE,,,ORAL,PROMACTA KIT,NOVARTIS,2,ODE*,2025-11-16
207223,N,STIRIPENTOL,,,ORAL,DIACOMIT,BIOCODEX SA,1,NPP,2025-07-14
207223,N,STIRIPENTOL,,,ORAL,DIACOMIT,BIOCODEX SA,1,ODE-198,2025-08-20
207223,N,STIRIPENTOL,,,ORAL,DIACOMIT,BIOCODEX SA,1,ODE-403,2029-07-14
207223,N,STIRIPENTOL,,,ORAL,DIACOMIT,BIOCODEX SA,2,NPP,2025-07-14
207223,N,STIRIPENTOL,,,ORAL,DIACOMIT,BIOCODEX SA,2,ODE-198,2025-08-20
207223,N,STIRIPENTOL,,,ORAL,DIACOMIT,BIOCODEX SA,2,ODE-403,2029-07-14
207356,N,AMIKACIN SULFATE,SUSPENSION,LIPOSOMAL,INHALATION,ARIKAYCE KIT,INSMED INC,1,ODE-214,2025-09-28
207500,N,ISAVUCONAZONIUM SULFATE,,,ORAL,CRESEMBA,ASTELLAS,1,NCE,2020-03-06
207500,N,ISAVUCONAZONIUM SULFATE,,,ORAL,CRESEMBA,ASTELLAS,1,NPP,2026-12-08
207500,N,ISAVUCONAZONIUM SULFATE,,,ORAL,CRESEMBA,ASTELLAS,1,ODE-305,2022-03-06
207500,N,ISAVUCONAZONIUM SULFATE,,,ORAL,CRESEMBA,ASTELLAS,1,ODE-454,2030-12-08
207500,N,ISAVUCONAZONIUM SULFATE,,,ORAL,CRESEMBA,ASTELLAS,1,ODE-458,2030-12-08
207500,N,ISAVUCONAZONIUM SULFATE,,,ORAL,CRESEMBA,ASTELLAS,1,ODE-90,2022-03-06
207500,N,ISAVUCONAZONIUM SULFATE,,,ORAL,CRESEMBA,ASTELLAS,2,NCE,2020-03-06
207500,N,ISAVUCONAZONIUM SULFATE,,,ORAL,CRESEMBA,ASTELLAS,2,NPP,2026-12-08
207500,N,ISAVUCONAZONIUM SULFATE,,,ORAL,CRESEMBA,ASTELLAS,2,ODE*,2022-03-06
207500,N,ISAVUCONAZONIUM SULFATE,,,ORAL,CRESEMBA,ASTELLAS,2,ODE-454,2030-12-08
207500,N,ISAVUCONAZONIUM SULFATE,,,ORAL,CRESEMBA,ASTELLAS,2,ODE-458,2030-12-08
207501,N,ISAVUCONAZONIUM SULFATE,,,INTRAVENOUS,CRESEMBA,ASTELLAS,1,NCE,2020-03-06
207501,N,ISAVUCONAZONIUM SULFATE,,,INTRAVENOUS,CRESEMBA,ASTELLAS,1,NPP,2026-12-08
207501,N,ISAVUCONAZONIUM SULFATE,,,INTRAVENOUS,CRESEMBA,ASTELLAS,1,ODE-305,2022-03-06
207501,N,ISAVUCONAZONIUM SULFATE,,,INTRAVENOUS,CRESEMBA,ASTELLAS,1,ODE-453,2030-12-08
207501,N,ISAVUCONAZONIUM SULFATE,,,INTRAVENOUS,CRESEMBA,ASTELLAS,1,ODE-459,2030-12-08
207501,N,ISAVUCONAZONIUM SULFATE,,,INTRAVENOUS,CRESEMBA,ASTELLAS,1,ODE-90,2022-03-06
207648,N,FISH OIL; MEDIUM CHAIN TRIGLYCERIDES; OLIVE OIL; SOYBEAN OIL,,,INTRAVENOUS,SMOFLIPID 20%,FRESENIUS KABI USA,1,NPP,2025-03-22
207648,N,FISH OIL; MEDIUM CHAIN TRIGLYCERIDES; OLIVE OIL; SOYBEAN OIL,,,INTRAVENOUS,SMOFLIPID 20%,FRESENIUS KABI USA,2,NPP,2025-03-22
207648,N,FISH OIL; MEDIUM CHAIN TRIGLYCERIDES; OLIVE OIL; SOYBEAN OIL,,,INTRAVENOUS,SMOFLIPID 20%,FRESENIUS KABI USA,3,NPP,2025-03-22
207648,N,FISH OIL; MEDIUM CHAIN TRIGLYCERIDES; OLIVE OIL; SOYBEAN OIL,,,INTRAVENOUS,SMOFLIPID 20%,FRESENIUS KABI USA,4,NPP,2025-03-22
207695,N,CRISABOROLE,,,TOPICAL,EUCRISA,ANACOR PHARMS INC,1,D-191,2026-04-03
207793,N,IRINOTECAN HYDROCHLORIDE,INJECTABLE,LIPOSOMAL,INTRAVENOUS,ONIVYDE,IPSEN,1,I-932,2027-02-13
207793,N,IRINOTECAN HYDROCHLORIDE,INJECTABLE,LIPOSOMAL,INTRAVENOUS,ONIVYDE,IPSEN,1,ODE-463,2031-02-13
207924,N,BARICITINIB,,,ORAL,OLUMIANT,ELI LILLY AND CO,1,I-890,2025-06-13
207924,N,BARICITINIB,,,ORAL,OLUMIANT,ELI LILLY AND CO,1,I-891,2025-05-10
207924,N,BARICITINIB,,,ORAL,OLUMIANT,ELI LILLY AND CO,2,I-890,2025-06-13
207924,N,BARICITINIB,,,ORAL,OLUMIANT,ELI LILLY AND CO,2,I-891,2025-05-10
207924,N,BARICITINIB,,,ORAL,OLUMIANT,ELI LILLY AND CO,3,I-890,2025-06-13
207924,N,BARICITINIB,,,ORAL,OLUMIANT,ELI LILLY AND CO,3,I-891,2025-05-10
207925,N,IVACAFTOR,,,ORAL,KALYDECO,VERTEX PHARMS INC,1,ODE-199,2025-08-15
207925,N,IVACAFTOR,,,ORAL,KALYDECO,VERTEX PHARMS INC,1,ODE-236,2026-04-29
207925,N,IVACAFTOR,,,ORAL,KALYDECO,VERTEX PHARMS INC,1,ODE-338,2027-12-21
207925,N,IVACAFTOR,,,ORAL,KALYDECO,VERTEX PHARMS INC,2,ODE-199,2025-08-15
207925,N,IVACAFTOR,,,ORAL,KALYDECO,VERTEX PHARMS INC,2,ODE-236,2026-04-29
207925,N,IVACAFTOR,,,ORAL,KALYDECO,VERTEX PHARMS INC,2,ODE-338,2027-12-21
207925,N,IVACAFTOR,,,ORAL,KALYDECO,VERTEX PHARMS INC,3,ODE-199,2025-08-15
207925,N,IVACAFTOR,,,ORAL,KALYDECO,VERTEX PHARMS INC,3,ODE-236,2026-04-29
207925,N,IVACAFTOR,,,ORAL,KALYDECO,VERTEX PHARMS INC,3,ODE-338,2027-12-21
207925,N,IVACAFTOR,,,ORAL,KALYDECO,VERTEX PHARMS INC,4,NPP,2026-05-03
207925,N,IVACAFTOR,,,ORAL,KALYDECO,VERTEX PHARMS INC,4,ODE-435,2030-05-03
207925,N,IVACAFTOR,,,ORAL,KALYDECO,VERTEX PHARMS INC,5,NPP,2026-05-03
207925,N,IVACAFTOR,,,ORAL,KALYDECO,VERTEX PHARMS INC,5,ODE-435,2030-05-03
207981,N,TIPIRACIL HYDROCHLORIDE; TRIFLURIDINE,,,ORAL,LONSURF,TAIHO ONCOLOGY,1,ODE-229,2026-02-22
207981,N,TIPIRACIL HYDROCHLORIDE; TRIFLURIDINE,,,ORAL,LONSURF,TAIHO ONCOLOGY,2,ODE-229,2026-02-22
207987,N,ALCOHOL,,,INTRA-ARTERIAL,ABLYSINOL,BPI LABS,1,ODE-192,2025-06-21
207987,N,ALCOHOL,,,INTRA-ARTERIAL,ABLYSINOL,BPI LABS,2,ODE-192,2025-06-21
